title,directions,Ingridents,link
Asparagus Onion Casserole Recipe,"[""Cut asparagus into 1 inch pcs."", ""In a skillet, saute/fry the asparagus and onion in 1tbsp."", ""butter till crisp/tender."", ""Transfer to ungreased 1 1/2 quart baking dish."", ""In saucepan, heat 2 tbsp butter, add in flour and stir till smoot.Add in lowfat milk and cook till thickened and smooth."", ""Add in cream cheese, salt and pepper."", ""Pour over vegetables."", ""Sprinkle with cheese."", ""Heat remaining butter and toss with bread crumbs."", ""Sprinkle over casserole."", ""Bake uncovered at 350 for 35-40 min or possibly till heated through."", ""serves 4-6""]","[""pepper"", ""bread crumbs"", ""cheddar cheese"", ""onion"", ""cream cheese"", ""flour"", ""milk"", ""butter"", ""salt""]",cookeatshare.com/recipes/asparagus-onion-casserole-70932
Tutti Frutti Cobbler Pie,"[""To make crust: Cut together flour and butter until crumbly, add sugar and water and quickly mix together into a dough. Roll the dough into a ball and wrap in clingfilm; place in the fridge for 30 minutes."", ""Preheat oven to 200\u00b0C."", ""Roll the dough out and line a 24 cm (9\"") pie dish."", ""To make topping: cut together all ingredients until crumbly."", ""Filling: Peel fruit if you prefer. Slice or cut into pieces. Sprinkle with lemon juice to prevent them from turning brown."", ""Mix together cinnamon, ginger, sugar and dry breadcrumbs. Sprinkle some of the mixture on the dough."", ""Layer fruit and spice mixture in the pie dish."", ""Sprinkle topping evenly over filling."", ""Bake in the preheated oven for 30 minutes or until the fruit is tender and the topping has turned golden."", ""Serve warm with whipped cream or vanilla sauce.""]","[""apple"", ""sugar"", ""lemon juice"", ""brown sugar"", ""cinnamon"", ""pear"", ""hazelnuts"", ""crust"", ""water"", ""topping"", ""flour"", ""firm ripe plums"", ""breadcrumbs"", ""ground ginger"", ""filling"", ""butter"", ""nectarine""]",www.food.com/recipe/tutti-frutti-cobbler-pie-138374
"Crock Pot, Pot Roast Recipe","[""Put roast in crock pot."", ""Sprinkle with seasoned salt, pepper, and soup mix and sliced onion."", ""Don't add in water."", ""Cover pot and put into base."", ""Simmer at setting #2 1/2 for 7 to 9 hrs."", ""Can be kept hot at setting #2.""]","[""rump roast"", ""onion"", ""pepper"", ""salt""]",cookeatshare.com/recipes/crock-pot-pot-roast-7372
Hash Brown Casserole,"[""Place hash browns in large bowl."", ""In a medium saucepan, add the soup and milk with half a can of water."", ""Stir to blend."", ""Add the cheese and heat until melted."", ""Add the green onions, mushrooms and sour cream."", ""Mix well."", ""Add slightly beaten eggs to potatoes and mix well."", ""Pour into sprayed 9 x 13-inch glass pan."", ""Cover and bake for 25 minutes in 350\u00b0 oven."", ""Remove cover and bake 25 more minutes."", ""Save some of the cheese to place on top of the casserole.""]","[""potatoes"", ""sour cream"", ""green onions"", ""eggs"", ""cheddar cheese"", ""swiss cheese"", ""mushrooms"", ""campbell's cream"", ""milk""]",www.cookbooks.com/Recipe-Details.aspx?id=843319
Black Bean And Mango Salsa,"[""Combine the olive oil, sweet chilli sauce and lime juice in a medium bowl. Add the remaining ingredients and toss gently to combine. Season to taste and serve.""]","[""black beans"", ""sweet chili sauce"", ""cilantro"", ""lime juice"", ""cucumber"", ""mango"", ""olive oil""]",www.yummly.com/recipe/Black-Bean-and-Mango-Salsa-1401120
Cheese Puffs,"[""Separate biscuits; cut each into thirds."", ""Wrap dough around cheese cubes."", ""Seal well."", ""Fry in hot fat, 2 to 3 minutes until brown."", ""Drain on towel."", ""Yields 30 appetizers.""]","[""oil"", ""cheddar cheese"", ""refrigerator biscuits""]",www.cookbooks.com/Recipe-Details.aspx?id=596893
Vanilla Ice Cream,"[""In a double boiler or large saucepan, combine sugar and flour. Add eggs and 1/2 quart milk."", ""Cook over medium heat, stirring constantly until mixture coats spoon."", ""Remove from heat, cool slightly; add vanilla and enough milk to fill freezer can."", ""Freeze according to directions.""]","[""vanilla flavoring"", ""sugar"", ""eggs"", ""flour"", ""milk""]",www.cookbooks.com/Recipe-Details.aspx?id=478115
Ho Ho Bars,"[""Mix cake mix according to directions."", ""Put in greased jelly roll pan."", ""Bake 15 to 20 minutes at 350\u00b0."", ""Cool.""]","[""sugar"", ""vanilla"", ""shortening"", ""chocolate cake"", ""margarine"", ""milk"", ""chocolate frosting"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=672630
Cheesecake Healthy Makeover,"[""Preheat oven to 325 degrees."", ""In 9-inch springform pan, stir crumbs with spread until moistened."", ""With hand, firmly press mixture onto bottom of pan."", ""Bake crust 15 minutes or until deep golden."", ""Cool 5 minutes on wire rack."", ""Meanwhile, in large bowl, with mixer on medium speed, beat cream cheese until smooth."", ""Combine sugar and cornstarch."", ""Slowly beat sugar mixture into cream cheese."", ""On low speed, beat in sour cream and vanilla."", ""Add eggs and egg whites, 1 at a time, until blended."", ""Pour batter over crust in pan."", ""Bake cheesecake 1 hour."", ""Edge will be set, but center will still jiggle."", ""Turn oven off; let cheesecake remain in oven 1 hour."", ""Transfer to wire rack."", ""Run thin knife around edge of cheesecake to prevent cracking during cooling."", ""Cool in pan, about 2 hours."", ""Cover and refrigerate 4 hours or overnight."", ""Remove side of pan to serve.""]","[""pints nonfat sour cream"", ""sugar"", ""vanilla"", ""graham cracker crumbs"", ""eggs"", ""cream cheese"", ""egg whites"", ""cornstarch"", ""vegetable oil""]",www.food.com/recipe/cheesecake-healthy-makeover-302604
Chocolate Ganache,"[""Heat cream and coconut oil. Add chocolate and stir until melted. Transfer to a bowl, cover with plastic wrap and chill for about 3 hours.""]","[""heavy cream"", ""dark chocolate"", ""coconut oil""]",recipes-plus.com/api/v2.0/recipes/18608
Cheese Balls,"[""Process cheese."", ""Add mayo, onion and seasonings."", ""Continue to process until fully blended."", ""Refrigerate 1/2 hour."", ""Process pecan meat."", ""Shape cheese mixture into a ball."", ""Roll in pecan meat.""]","[""onion tops"", ""cheddar cheese"", ""cream cheese"", ""ground pecans"", ""mayonnaise"", ""garlic"", ""worcestershire sauce""]",www.cookbooks.com/Recipe-Details.aspx?id=495795
Chicken Creole,"[""Saute onions, green pepper and celery in butter."", ""Add tomatoes, tomato sauce and seasonings."", ""Pour over chicken."", ""Bake at 350\u00b0 for 1 hour."", ""Serve over rice.""]","[""celery salt"", ""oregano"", ""tomatoes"", ""pepper"", ""onion"", ""celery"", ""bay leaves"", ""chicken"", ""garlic"", ""butter"", ""green pepper"", ""tomato sauce""]",www.cookbooks.com/Recipe-Details.aspx?id=838719
Rhubarb and Peach Crisp,"[""Combine first 5 ingredients in medium bowl."", ""Add butter and cut in using pastry blender or rub with fingertips until mixture begins to clump together."", ""Mix in hazelnuts."", ""(Can be prepared 3 hours ahead."", ""Cover and chill.)"", ""Combine all ingredients except frozen yogurt in large bowl."", ""Let stand 1 to 3 hours."", ""Position rack in center of oven and preheat to 375F."", ""Butter 8 x 8 x 2-inch glass baking dish."", ""Transfer filling to prepared dish."", ""Sprinkle topping evenly over filling in dish, covering completely."", ""Bake until fruit is tender, juice bubbles thickly around sides and topping begins to brown slightly, about 40 minutes."", ""Remove crisp from oven."", ""Preheat broiler."", ""Broil heat just until topping is crisp and golden, watching closely, about 2 minutes."", ""Transfer to rack and cool about 30 minutes."", ""Serve warm with frozen yogurt.""]","[""sugar"", ""lemon juice"", ""brown sugar"", ""hazelnuts"", ""ground nutmeg"", ""fresh rhubarb"", ""flour"", ""old-fashioned oats"", ""vanilla frozen yogurt"", ""peaches"", ""tapioca"", ""ground cinnamon"", ""butter"", ""salt""]",www.epicurious.com/recipes/food/views/rhubarb-and-peach-crisp-4815
Pepper Beef Balls,"[""Prepare the basic meatballs recipe and set aside."", ""Melt the margarine in a large skillet."", ""Add the onion and cook and stir until tender."", ""Add the cooked meatballs, 1 1/2 cups of water, the bouillon, garlic salt, ginger and soy sauce; heat to boiling."", ""Reduce the heat and cover."", ""Simmer for 10 minutes, stirring occasionally."", ""Add the green pepper."", ""Mix the cornstarch with the 2 Tbls of water and add to the sauce mixture."", ""Cook, stirring carefully, until mixture thickens and boils."", ""Cover and simmer until the pepper is crisp tender, about 3 minutes."", ""Add the tomato, cover, and heat for about 2 to 3 minutes longer.""]","[""beef stock"", ""tomatoes"", ""soy sauce"", ""garlic salt"", ""green bell peppers"", ""water"", ""cornstarch"", ""margarine"", ""onions"", ""recipe meatballs"", ""ginger ground""]",recipeland.com/recipe/v/pepper-beef-balls-47457
The King’S Butternut Squash (Pumpkin) Soup,"[""Peel, remove seeds and cut the pumpkin into medium sized chunks."", ""Place in a medium to large saucepan along with chicken stock, chopped onion, sliced spring onions, and peeled and chopped tomatoes."", ""Simmer until vegetables are tender, then puree in a blender or food processor."", ""Return vegetable puree to saucepan."", ""Add cream, lemon juice, curry powder and brown sugar, and season to taste with salt and freshly ground pepper."", ""Reheat to blend, but do not boil."", ""Serve hot or chilled with whipped cream and chives to garnish.""]","[""tomatoes"", ""black pepper"", ""curry powder"", ""butternut squash"", ""brown sugar"", ""onion"", ""whipped cream"", ""spring onions"", ""chives"", ""cream"", ""lemon"", ""chicken stock"", ""salt""]",www.food.com/recipe/the-king-rsquo-s-butternut-squash-pumpkin-soup-458092
Connie's Oreo Cheesecake,"[""Pre-heat oven to 350 degrees."", ""Use 2 large sheets of aluminum foil to wrap the bottom and sides of the 8\"" x 3\"" spring form pan, to prevent leakage."", ""Butter the pan with softened butter or margarine."", ""Trim 1/3 of the bottom of 12 Oreos (use a steak knife and sawing motion)."", ""Stand them up on the flat side along the sides of the buttered 8\"" x 3\"" spring form pan."", ""Take the remaining 6 cookies, cut them into fourths and mix with scraps from the first 12 cookies."", ""Set aside."", ""In a large bowl, place softened cream cheese, sugar, vanilla & cornstarch."", ""Beat with mixer until blended well."", ""Add eggs, one at a time, beating well after each addition."", ""Stir in heavy cream."", ""Spoon 1/4 of the mixture into the prepared pan."", ""Sprinkle on a third of the crumbled cookie mixture over the batter."", ""Alternate layers of cheese mixture and chopped cookies, ending with cheese mixture."", ""Use a 9\"" x 11\"" or bigger baking pan as a liner to the spring form pan."", ""Place the prepared cheese cake into the larger pan and place on the middle shelf of the oven."", ""Carefully add water to the larger pan until it is about 1 1/2 inches up the side of the spring form pan."", ""This water bath will help cook the cheesecake to perfection."", ""Bake for 1 hour."", ""Turn off oven; leave cake in oven with door closed for one more hour."", ""Remove cheesecake from water bath carefully."", ""Place on wire rack and cool completely."", ""Cover and refrigerate several hours or over night."", ""To serve, remove side of pan by releasing the latch."", ""Leave the cheesecake on the pan bottom."", ""Decorate with additional cookies and whipped cream if desired.""]","[""sugar"", ""vanilla"", ""heavy cream"", ""cookies"", ""eggs"", ""cream cheese"", ""cornstarch""]",www.food.com/recipe/connies-oreo-cheesecake-502264
Shoofly Pie Iv,"[""Preheat oven to 350 degrees F (175 degrees C)."", ""In a medium bowl, stir together white sugar, brown sugar, cornmeal and flour. Mix in butter, eggs, vanilla and vinegar. Pour mixture into unbaked pie shell."", ""Bake for 40 to 45 minutes in the preheated oven.""]","[""white sugar"", ""vinegar"", ""vanilla"", ""shell"", ""brown sugar"", ""eggs"", ""flour"", ""cornmeal"", ""butter""]",www.allrecipes.com/recipe/18528/shoofly-pie-iv/
Mandarin Orange Green Salad Recipe,"[""In a small pan over medium heat, cook almonds and 3 Tbsp."", ""sugar, stirring constantly till almonds are coated and sugar dissolved."", ""Watch carefully, as they burn easily."", ""Cold and store in airtight container."", ""Mix salt, pepper, oil, parsley, 2 Tbsp."", ""sugar, vinegar and warm pepper sauce; chill."", ""Mix lettuces, celery and onions."", ""Just before serving, add in almonds and oranges; toss with dressing."", ""Note: A clear poppy seed dressing also complements this salad and can be used instead."", ""Makes 4-6 servings.""]","[""vinegar"", ""sugar"", ""pepper"", ""green onions"", ""mandarin oranges"", ""head romaine lettuce"", ""warm pepper"", ""celery"", ""parsley"", ""almonds"", ""vegetable oil"", ""salt""]",cookeatshare.com/recipes/mandarin-orange-green-salad-50083
Beef Stew In The Pressure Cooker,"[""Heat oil in a pressure cooker over medium heat; add flour and beef. Cook, turning the roast until browned on all sides, 5 to 7 minutes."", ""Pour 3 1/2 cups beef broth into pressure cooker. Add onion, celery, black pepper, salt, and bay leaves. Close cooker securely and place pressure regulator over vent according to manufacturer's instructions. Heat until steam escapes in a steady flow and makes a whistling sound, about 10 minutes. Adjust temperature until regulator is gently rocking. Cook for 20 minutes."", ""Release pressure carefully in the sink under cold water. Unlock lid and remove. Add potatoes and carrots. Replace lid and close cooker securely. Place pressure regulator over vent according to manufacturer's instructions. Heat until steam escapes in a steady flow and makes a whistling sound, about 10 minutes. Adjust temperature until regulator is gently rocking. Cook for 5 minutes."", ""Pour remaining 1/2 cup beef broth into a microwave-safe bowl and heat in the microwave for 3 minutes. Add quick-mixing flour and mix well."", ""Release pressure carefully in the sink under cold water. Unlock lid and remove. Stir in broth-flour mixture.""]","[""potatoes"", ""oil"", ""onion"", ""all-purpose"", ""beef broth"", ""celery"", ""flour"", ""bay leaves"", ""ground black pepper"", ""carrots"", ""boneless beef chuck roast"", ""salt""]",www.allrecipes.com/recipe/261110/beef-stew-in-the-pressure-cooker/
